feature,mean_abs_shap,class,rank,group
row_id_d19668f89384479b0b8abe25be870a37c2f5b81c,0.0,WET,2098,OTHER
row_id_d1aebf1df16c98308eb20b56910f29b8be32695f,0.0,WET,2099,OTHER
row_id_d1b7b4f4fc9f4a0331922329b967ca0e2177d5f8,0.0,WET,2100,OTHER
row_id_d1bbb6646a49abbcf337f4a8d6529ba6afad05c8,0.0,WET,2101,OTHER
row_id_d1c2cc7b6ce8c57cf0621b207abcff8ecfe77aa3,0.0,WET,2102,OTHER
row_id_d1cbba94f62e97d2330947cc7156a3338d37554e,0.0,WET,2103,OTHER
row_id_d1d05e03b6b11ef1ca02d560d906ecfe2d4802de,0.0,WET,2104,OTHER
row_id_d20f40cec26a1f8ba271d9fe1489e61f1d2980db,0.0,WET,2105,OTHER
row_id_d221893a9d7bbff8668ed1ca9dd808bdec43cd3b,0.0,WET,2106,OTHER
row_id_d22340b8ad14874861a90159da5091b121cdd3be,0.0,WET,2107,OTHER
row_id_d236f88da7e228aafcbaa9ae1777aa65de4c8919,0.0,WET,2108,OTHER
row_id_d23bafe4d340058f93c3764e9d5bd5b2a732a729,0.0,WET,2109,OTHER
row_id_d4267248dd67117b106870bd3bb7568fee7bfcf3,0.0,WET,2110,OTHER
row_id_d434680b00f31d0fe5f0c4a81e927e5460f8744b,0.0,WET,2111,OTHER
row_id_d7e213dd23dc43a3197e564fac667078ae83b9ba,0.0,WET,2112,OTHER
row_id_d72c0946d3076ae167c06d8cfc60bd10ad260540,0.0,WET,2113,OTHER
row_id_d6a4ade176a9a0c685f1cae4d355a7bd1a54811b,0.0,WET,2114,OTHER
row_id_d6b4a39c571bd1f3468bcd0e82fe4ad796c88324,0.0,WET,2115,OTHER
row_id_d6c2496313ebb1f5ab62ba9dcfb87cb9c1486211,0.0,WET,2116,OTHER
row_id_d6d4ece3f25d6f7ffde44886597b515c5cc47b90,0.0,WET,2117,OTHER
row_id_d6d673a41e60ceedfd442c566914c75b7063cab6,0.0,WET,2118,OTHER
row_id_d6dd5cedaa4c45b9b952e4ae6aefe88aef0d645c,0.0,WET,2119,OTHER
row_id_d6de8222fb422a886429764e3680a4f2be03bab0,0.0,WET,2120,OTHER
row_id_d6e03aef1dc83841e8b93bc47afa6f95a71cb23c,0.0,WET,2121,OTHER
row_id_d6ea52e057e38b2848b6c3818351aa9edc7e0b69,0.0,WET,2122,OTHER
row_id_d6f3c0cd6149b91f58ccce2c7eae7064f6a77e56,0.0,WET,2123,OTHER
row_id_d7050d2548bc92953744c3934003c83170f8ed69,0.0,WET,2124,OTHER
row_id_d7139e92d14e22ca9de5e16a7e38a4b15df397eb,0.0,WET,2125,OTHER
row_id_d72179815c6c6c102896558e09b8b68070740b65,0.0,WET,2126,OTHER
row_id_d726899a6cab9264c9d49e69d13acf10c2173bf2,0.0,WET,2127,OTHER
row_id_d7350d7f7534cd012c06b8903bc3b79bd82b6105,0.0,WET,2128,OTHER
row_id_d44b7c8ce121257fd6993a264879c5dc01c5ae84,0.0,WET,2129,OTHER
row_id_d7385b84c2ccb0c7ee214e24fea7b5c00b788d64,0.0,WET,2130,OTHER
row_id_d73ac6d6f01282bc18a9f33a98ca1d0c755401f8,0.0,WET,2131,OTHER
row_id_d73d12e5a01c765f3cb447281bae09293c3f5caa,0.0,WET,2132,OTHER
row_id_d741b663ef1b65667607049e43c6e20fe6bb65f2,0.0,WET,2133,OTHER
row_id_d74afcad2e0055e8924f1dbb16f8e692e444c05e,0.0,WET,2134,OTHER
row_id_d75ba4ce488cf6d6e0cf73a3446f647abd03b837,0.0,WET,2135,OTHER
row_id_d764d9e2df7c223456f1d8565d12f8c6b6ea1d09,0.0,WET,2136,OTHER
row_id_d789bcea4266bbd35b04d90d6308993a13e3f3b6,0.0,WET,2137,OTHER
row_id_d7a4acff8db9bc63be5abf445aa6d574807bae58,0.0,WET,2138,OTHER
row_id_d7a98f5ecacf31a8746dea931eb194cac59c4340,0.0,WET,2139,OTHER
row_id_d7ac8a9236c3791cb855c7d4d64e835439794b41,0.0,WET,2140,OTHER
row_id_d7afd4ed6b3e99fc3359b76394aded4f0a4b6cab,0.0,WET,2141,OTHER
row_id_d7b048a25a6e89545ddc7dc192b8dfe710395ee7,0.0,WET,2142,OTHER
row_id_d7e17b8e2800b63895cd5a4b09a37b214785169a,0.0,WET,2143,OTHER
row_id_d69aec669918510d5386eef8b937305c8334038d,0.0,WET,2144,OTHER
row_id_d67e8b5225d2faf2443fc4b8e26e756004297ec8,0.0,WET,2145,OTHER
row_id_d6784ef540bc2a72f9b9bac982c38e2efd7b9296,0.0,WET,2146,OTHER
row_id_d672717c4c6ba798e14689800927d494faca1c34,0.0,WET,2147,OTHER
row_id_d45ab9aaa99487dea1e5f016c8434cf4483681c7,0.0,WET,2148,OTHER
row_id_d45f9e9e5e6574c8b5caa32356127a75fabd31f0,0.0,WET,2149,OTHER
row_id_d4657cb49c1b115bafe6267eb96996dc38b25929,0.0,WET,2150,OTHER
row_id_d46cef5aab3fa59e8d64b7c48afbcf588c1f21df,0.0,WET,2151,OTHER
row_id_d47fa11f92fd1a9f6c52df59b4ff9c087e0ddb98,0.0,WET,2152,OTHER
row_id_d484214556eda10d643ce9a718837a1f07e58fc3,0.0,WET,2153,OTHER
row_id_d4939bea4bf5d6986fd621f6bc8efcc2854ed0fb,0.0,WET,2154,OTHER
row_id_d4a32d3323882e0a1e894fcb0aab4e4b0bffee33,0.0,WET,2155,OTHER
row_id_d4cedb92c4792d50d0822fba5c47948e98c37e4f,0.0,WET,2156,OTHER
row_id_d4e196dc7496165a13194da1ed3f1016ac2c7850,0.0,WET,2157,OTHER
row_id_d4fa768c8abadcfe5683f4a1184ca272a1773fde,0.0,WET,2158,OTHER
row_id_d51bbfa37f8d4b0fd37c8d49d06d33da0b89e34a,0.0,WET,2159,OTHER
row_id_d52a45e352de05e0bd88f72abbfef3297a86db48,0.0,WET,2160,OTHER
row_id_d55a9b3a20194ae1212d6dc929022a5f3877a1cc,0.0,WET,2161,OTHER
row_id_d55d532ea245aa705829b6db4f92ca8acb3076fa,0.0,WET,2162,OTHER
row_id_d56e39eb2d418f3d417ceab8fe8818b319af533d,0.0,WET,2163,OTHER
row_id_d57deb48805a8301016d059f03901618d13b6e7d,0.0,WET,2164,OTHER
row_id_d583f4a74470f69162c8eea18c005a557ea60c87,0.0,WET,2165,OTHER
row_id_d59440a843842af93df20a95c51e107fa17f4dae,0.0,WET,2166,OTHER
row_id_d5aa78ce9a7a7f50488c39cdc255462097505caa,0.0,WET,2167,OTHER
row_id_d5c5eed4e6feb45ab524282f24ac51b14a28f664,0.0,WET,2168,OTHER
row_id_d5c7188e6744133c3b66be8e109b64044c7e3152,0.0,WET,2169,OTHER
row_id_d5cf362031a0acb01d7bf3b5e6b12193c4015704,0.0,WET,2170,OTHER
row_id_d5ddf81550f2e4e90763c391532d6628168eeaec,0.0,WET,2171,OTHER
row_id_d5ddffdd417153a9e8a9588bcf73537707069ae3,0.0,WET,2172,OTHER
row_id_d5e9979e0582a472a176db6315faa59e47111372,0.0,WET,2173,OTHER
row_id_d5f04d2de3b28f705eb169035160067c27950374,0.0,WET,2174,OTHER
row_id_d601c993f2c423552d57f44f982283142b28306c,0.0,WET,2175,OTHER
row_id_d6586563dd91bafd9fa6a1a13d0e34c0f25cc692,0.0,WET,2176,OTHER
row_id_7f9981651a3f87db4dbc111af5932e340f4c1d12,0.0,WET,2177,OTHER
row_id_7ea1a45b1a6c28fd62d3439d6a979fef553059b5,0.0,WET,2178,OTHER
row_id_7f7b4a1da824f54631e695cccfacab1786963092,0.0,WET,2179,OTHER
row_id_2b07e66211b3c4e1ace765e25e547e155349f54c,0.0,WET,2180,OTHER
row_id_2aa5ef0a9d43dcbbfe6bf725f4f41fd733fc3f4f,0.0,WET,2181,OTHER
row_id_2aa898ce4c5d26177e84662163fb1628388ff43f,0.0,WET,2182,OTHER
row_id_2ab4b1f4128fe7e0ad56474d5963a04c5ed4354b,0.0,WET,2183,OTHER
row_id_2abff3a4f583c6ecf6ada5a0ee28505dd8d2df61,0.0,WET,2184,OTHER
row_id_2ac72cadada6c13e71e8f8c27ed7e5e625132ad8,0.0,WET,2185,OTHER
row_id_2ac73f642e5a3eef8941d8af6a29916fdb3224ad,0.0,WET,2186,OTHER
row_id_2acaf1cb520a916d367fc4c4eefc969ba3cf14b3,0.0,WET,2187,OTHER
row_id_2acd1297c77dcd271d4ba53ebe1dbeaf3fd52dea,0.0,WET,2188,OTHER
row_id_2ae5b42ddeba5c76d6a1763ba3532c5e92ce732d,0.0,WET,2189,OTHER
row_id_2aef22bb7e36a2d6f6cf275ff3dc71955334c894,0.0,WET,2190,OTHER
row_id_2aefcf795af154c0dd9f6917a626a45b1979d3ad,0.0,WET,2191,OTHER
row_id_2aeff8a941247f779542be7d4d382e048d64831c,0.0,WET,2192,OTHER
row_id_2af52d02cf382ec848df018004e126b0424d4092,0.0,WET,2193,OTHER
row_id_2afee29ba2a7258ba8bc698752eba8b79a1ad323,0.0,WET,2194,OTHER
row_id_2b183676d4b7baaca6a0ec4b72e3db9f1de66308,0.0,WET,2195,OTHER
row_id_2bbf194901bcc5c8802a80a68b24878dd69cdf14,0.0,WET,2196,OTHER
row_id_2b1ac922b957e43fa8de49c5803cd8d58a047ac7,0.0,WET,2197,OTHER
row_id_2b245bf2112d7b5502085db351a777d183c1af17,0.0,WET,2198,OTHER
row_id_2b3fa98377e5aed5ee013c75f56b66c1b3063577,0.0,WET,2199,OTHER
row_id_2b40f15b34a09363bcfe81c82b85f625f4d67014,0.0,WET,2200,OTHER
row_id_2b473f0d32cf31f1c5e19ddb234b12970f5c1d80,0.0,WET,2201,OTHER
row_id_2b5475433cc1aa594077b5ad48453301145771bf,0.0,WET,2202,OTHER
row_id_2b664066e66493491c07b1192771cb7200bfeb73,0.0,WET,2203,OTHER
row_id_2b87885852bbf247dd808a9fe1f7796d897a651e,0.0,WET,2204,OTHER
row_id_2b997d371ff35e2b4c3b0cac1ce95d30db6df010,0.0,WET,2205,OTHER
row_id_2b9de3dc3994d99041e8ecf50c5c153cf87fe64c,0.0,WET,2206,OTHER
row_id_2bac407bd4d5355d28e9782d07f0d11caa7a9d9c,0.0,WET,2207,OTHER
row_id_2bb03e74890334893e8fe7cced3bfa76886590b6,0.0,WET,2208,OTHER
row_id_2bb3ff32fcd25230e5de9665e6eb28fdbeb6b085,0.0,WET,2209,OTHER
row_id_2bb5e194d4bcdb41d25cf8133dbbdcfb51306514,0.0,WET,2210,OTHER
row_id_2a88eec725da9ec76a86b2bcee2353874213a4fc,0.0,WET,2211,OTHER
row_id_2a85f8a0edaf8290b9647464d7dac8d5dc88b24c,0.0,WET,2212,OTHER
row_id_2a7f885f994cb3323683bd7b785223b537c58d4b,0.0,WET,2213,OTHER
row_id_2a6a42cc945b6bf2332a63eea88226086a262792,0.0,WET,2214,OTHER
row_id_28aa40430ff46aeadb96ce437843fb350ecf258a,0.0,WET,2215,OTHER
row_id_28b8f6f9c1f23ff6f6cda91367c2d863d964a466,0.0,WET,2216,OTHER
row_id_28c68ab2e0601ead7d4540c0de86fae29c74514b,0.0,WET,2217,OTHER
row_id_28d3f54f8d4b72d93d295879e9291f9a9639b440,0.0,WET,2218,OTHER
row_id_28e6cbd639778b4d06868cb210d03e71ff84983f,0.0,WET,2219,OTHER
row_id_29331f6835a25793b7009820e340e3c475636ab6,0.0,WET,2220,OTHER
row_id_293c08fb57d65ed6d42932ca6455d127fce384f6,0.0,WET,2221,OTHER
row_id_293c4f8dabde59926192cbf1eeb2ee378757c3eb,0.0,WET,2222,OTHER
row_id_293c7b11102db665d43c0bf27813b3b2aed45845,0.0,WET,2223,OTHER
row_id_2942460f48ccb38998a05c35e6f085045ecd7fd5,0.0,WET,2224,OTHER
row_id_2944b09b4bc7e2976307a32dc0da72923ac7dafb,0.0,WET,2225,OTHER
row_id_29a61329dcfe817fb51078b040f47ad4a44206d9,0.0,WET,2226,OTHER
row_id_29aac95d02f3ac97b5eb3222643bc204e7621e7a,0.0,WET,2227,OTHER
row_id_29b12dc2184912a88b043737149bab278baa9959,0.0,WET,2228,OTHER
row_id_29c2d7a4a25bddd0d8e05328be74b2f9bb5e0661,0.0,WET,2229,OTHER
row_id_29e01d83dd3e79b2ecb11be155dc6cc712951b70,0.0,WET,2230,OTHER
row_id_29ef314eee67ea7737ae8ae4a26d70c3f9cb5647,0.0,WET,2231,OTHER
row_id_29ef3af8d67ec87beb50febb92abe7ee8405e39b,0.0,WET,2232,OTHER
row_id_29f3e4d28cd174d87181c76e3f41b8217b9e428a,0.0,WET,2233,OTHER
row_id_29ff89712262598fd4ac1619e35574e1951bf9f1,0.0,WET,2234,OTHER
row_id_2a0e7e08212f6364ad9e8176f159f06f3ff38644,0.0,WET,2235,OTHER
row_id_2a18019b59e25165ffe3998859bae13b060c4268,0.0,WET,2236,OTHER
row_id_2a1b4a5b69c3eea485e49594cab4c942fa6398dd,0.0,WET,2237,OTHER
row_id_2a212d5800ce60581f948193a250da1c5da5cf88,0.0,WET,2238,OTHER
row_id_2a2dfb42a6bb53adf34962bf96ecbe19a1fe4698,0.0,WET,2239,OTHER
row_id_2a3ca756ccfa255cd9446549726b0c27f2453bb5,0.0,WET,2240,OTHER
row_id_2a42d1531deaa91090b18bf9ce2e1fcfacd0b7c0,0.0,WET,2241,OTHER
row_id_2a4509f054bda2a87cd417696ffdd9b65bbc792d,0.0,WET,2242,OTHER
row_id_2a63a286e345c22d52cfcab406e64a9d06121542,0.0,WET,2243,OTHER
row_id_2bb8e51497a08e852201df6cf12ee5c41fb97830,0.0,WET,2244,OTHER
row_id_2bca1895ce41fa057ee8371b5ca24e127f40d9d2,0.0,WET,2245,OTHER
row_id_28a00f5ab9bcd34d7ebd98717168508129318276,0.0,WET,2246,OTHER
row_id_2f8e39a3712490686ddc6990e70702824b2b65aa,0.0,WET,2247,OTHER
row_id_2e38859d2734eab8821f86aec606d019225245f2,0.0,WET,2248,OTHER
row_id_2e47c0bd3eed1d67355e8515c9c8c0a9ecec3c82,0.0,WET,2249,OTHER
row_id_2e527e58340a22289c625ae2c1e02989a743dc83,0.0,WET,2250,OTHER
row_id_2e591a4dd5a5910dc229ee79e878f53bc9651c24,0.0,WET,2251,OTHER
row_id_2e7de5d1abe6c7bf6d428dbddb8af9ee4e56c493,0.0,WET,2252,OTHER
row_id_2e89b127a414ccb69e0381521c3222e838aa7a83,0.0,WET,2253,OTHER
row_id_2f02d040902f7db9ab6233371487ba3e8c97d367,0.0,WET,2254,OTHER
row_id_2f0c1f6a43da4ab99cb6f83b3a573d302fb78d2f,0.0,WET,2255,OTHER
row_id_2f293004d525676ce88f2b0c7c32dcd091a22a0c,0.0,WET,2256,OTHER
row_id_2f3d6eb7b85a42d6e57d069b07fbed10e4483165,0.0,WET,2257,OTHER
row_id_2f48287fcef080f0057cae926184212cf896f664,0.0,WET,2258,OTHER
row_id_2f6c35ce6d1c44379e167e7d7712c49070c89343,0.0,WET,2259,OTHER
row_id_2f6f44032040d28a5c5bb1b026dfde77c97c0266,0.0,WET,2260,OTHER
row_id_2f777db0cbbd95966ab60df147cc1ab1cb182a31,0.0,WET,2261,OTHER
row_id_2fc9bf5b495c748f8af2bdc3e1a5dd68613a622a,0.0,WET,2262,OTHER
row_id_2bcb5976af708b25abf85a7ab2a7e163161a8190,0.0,WET,2263,OTHER
row_id_2fd29e765c651108e8e92eef942550dfc1ac089f,0.0,WET,2264,OTHER
row_id_2fdec94ab43425478f62a19d36600de3238911dc,0.0,WET,2265,OTHER
row_id_2fe08438207eb74d3c15b5c8565473146a702e8e,0.0,WET,2266,OTHER
row_id_2fe47f0417f002604430c4ca5186a3ddd7450a56,0.0,WET,2267,OTHER
row_id_2ff51ef987699623fd9a97ea0ca3d0174da069ab,0.0,WET,2268,OTHER
row_id_2ffecb70497349430a2c0288ac826c489dd9995f,0.0,WET,2269,OTHER
row_id_3003391018498381280ecc05bcd908b51d24929f,0.0,WET,2270,OTHER
row_id_3007ebdeb1547bcb939b7586309325e715a33441,0.0,WET,2271,OTHER
row_id_301cadd08114dec4a8926a69aa06b0a577fc7448,0.0,WET,2272,OTHER
row_id_302751c4fb71d1e8682821d4d002b7fddfa4d1e2,0.0,WET,2273,OTHER
row_id_3029427a99a02692563ab1dcf3ac57ce14ec464c,0.0,WET,2274,OTHER
row_id_302bed7da47442e1042371cdceae1268e67cdd55,0.0,WET,2275,OTHER
row_id_302f57455d3b02f075b5f81afd0343fd9ae94bf8,0.0,WET,2276,OTHER
row_id_305ab9eea53aba17ad4f4092e9736420ac992050,0.0,WET,2277,OTHER
row_id_2e3863125cf3c76ed23122a713e4128991ab9ee4,0.0,WET,2278,OTHER
row_id_2e241b66119f9ad3296d2348af374fcbf0569526,0.0,WET,2279,OTHER
row_id_2e2332d7d5cb4c6cbaaa6af9011d79d5719f3eed,0.0,WET,2280,OTHER
row_id_2e2314a9817790f90cdd3fc943367813ad2008ab,0.0,WET,2281,OTHER
row_id_2bcfc31e807c86a29db7a8246371eadd8936d6d0,0.0,WET,2282,OTHER
row_id_2bd8cf353eef12c207a8153a3de55cae3da5adae,0.0,WET,2283,OTHER
row_id_2bf9f1f7376c6212a36d6ae8ea31ffe2874aeefd,0.0,WET,2284,OTHER
row_id_2c26ad79d4301f20a40ba649a2ee7a29459802dc,0.0,WET,2285,OTHER
row_id_2c422461082d25765b90c72bd4cd65aebedd9fd6,0.0,WET,2286,OTHER
row_id_2c52a9d532a0f27b82810ab552dec80190e74ccc,0.0,WET,2287,OTHER
row_id_2c5d3773315c0e29fe545c30578b76d3a91f492d,0.0,WET,2288,OTHER
row_id_2c65913850c53696d0de324004a013cdbd29cf99,0.0,WET,2289,OTHER
row_id_2c86e4f2f403f94e79cf00e31cfc23ca3fa5324e,0.0,WET,2290,OTHER
row_id_2c9d85054a9bd9df88925f0bc5eaf81c5e28766b,0.0,WET,2291,OTHER
row_id_2ca0211ed8d72b5f6acde4a199314f8a1a4ef27a,0.0,WET,2292,OTHER
row_id_2ca5566e7065e7c22164a7e4795476dba69670be,0.0,WET,2293,OTHER
row_id_2caa085bd705a1cb4557c0dd6d3870bb404a97db,0.0,WET,2294,OTHER
row_id_2cb9449276a09e967c32b08be2bdcfda5031d4b6,0.0,WET,2295,OTHER
row_id_2cc35f09441dba80d1f1beef11e4458053b1c882,0.0,WET,2296,OTHER
row_id_2cc399a05639858a96ebbdb8ace0f139fad962c5,0.0,WET,2297,OTHER
row_id_2cd16dc736ee551c5e314345637630a47c0e5685,0.0,WET,2298,OTHER
row_id_2d3904673552d6987044539d719f492b09a726da,0.0,WET,2299,OTHER
row_id_2d4942b10c7172cc582424bf2e2344c4772eea47,0.0,WET,2300,OTHER
row_id_2d512ce3d6e0f86275236261203f7c16ca86f0d8,0.0,WET,2301,OTHER
row_id_2d6a0bfc24820e2db4f274d26f1983f47374905a,0.0,WET,2302,OTHER
row_id_2dc282c4a2663038da03b0e751e107e952dbd832,0.0,WET,2303,OTHER
row_id_2dc50fbec3ccc74897e2088c9fe3c9bc9547423f,0.0,WET,2304,OTHER
row_id_2ddddec92b357ff489cfe64969b53cc2cfbf604e,0.0,WET,2305,OTHER
row_id_2de13982135b31726fd43b49d48321e091458f7d,0.0,WET,2306,OTHER
row_id_2de2d1d4b74e8e052c884b4566cd1a0b398ac6e4,0.0,WET,2307,OTHER
row_id_2de50e2bf64e69f05957b4a3a24fbf0a4454b2f0,0.0,WET,2308,OTHER
row_id_2df9895101583ab2b7bb665e60b1fcd77e0253d2,0.0,WET,2309,OTHER
row_id_2e0f10bad440b454f82186e0730aea25dfa62fbe,0.0,WET,2310,OTHER
row_id_28a60f18dbc441a2f9f981890f8fad844aa1e57d,0.0,WET,2311,OTHER
row_id_28994db0a99feade4f74f5456f623a4e1c2d6e01,0.0,WET,2312,OTHER
row_id_307fff05bc3bc047a30dfb7da24098caeaaa7a47,0.0,WET,2313,OTHER
row_id_2374a668eaee50f0b054015937569ee3b28cedda,0.0,WET,2314,OTHER
row_id_229e3633e3cdd689353deb26b96dbc4a0cd04b39,0.0,WET,2315,OTHER
row_id_22ab1f77211a8a423e65933563b5cbef6190b63d,0.0,WET,2316,OTHER
row_id_22af79577cef83372e9465bb8f0e8c7a40cca1f1,0.0,WET,2317,OTHER
row_id_22d1cbb059dfb29ea686f12f7c1d34cc9239142d,0.0,WET,2318,OTHER
row_id_22d4d7596e8a453b25b125f4b8eeeb096c716741,0.0,WET,2319,OTHER
row_id_22e0e10252852ee9e19f0a1ee028fa13cbd80d21,0.0,WET,2320,OTHER
row_id_22e1f911135cc0e4494fb6332bad70323d586e7f,0.0,WET,2321,OTHER
row_id_22e6764cd2d6ecd55e9b6b581d6df5b5f6bf4d7d,0.0,WET,2322,OTHER
row_id_230954273079bd15cddd9061873230d06499fc54,0.0,WET,2323,OTHER
row_id_23253fd5a831c1a6f59a89d05d7642dd2a3ce3a4,0.0,WET,2324,OTHER
row_id_2332457cd1e7fe835a6b0f57794593323d6c19b1,0.0,WET,2325,OTHER
row_id_2334621eb6a9600385979b85044b0009cbfa9b36,0.0,WET,2326,OTHER
row_id_2355041e09aa7d47e913ae4edaa4be99a8f6ba66,0.0,WET,2327,OTHER
row_id_235f0a4eff3910b40b1d0edda2acc26a4fea4bc9,0.0,WET,2328,OTHER
row_id_2377002652bbb3e6b7231fff75bccd5b364ca10e,0.0,WET,2329,OTHER
row_id_24426abbaf896292fbf99933ba04968a3b8093ec,0.0,WET,2330,OTHER
row_id_2378724af69530736a1eb328034cd41c6b2b6d7f,0.0,WET,2331,OTHER
row_id_2380a3c32e26799f706568c12b01e845e249c3ff,0.0,WET,2332,OTHER
row_id_2392bb1933bc25a70bde7934e6c129a87599ec16,0.0,WET,2333,OTHER
row_id_23abff2118c1f9cc3d4b9d7832a99e6bc34ac7f6,0.0,WET,2334,OTHER
row_id_23b79b8e73d98a5032205073e73db8cf8d161797,0.0,WET,2335,OTHER
row_id_23c4cfd8bdb5cd270ac1e6bce9762f7d39f1d212,0.0,WET,2336,OTHER
row_id_23ca9bbd41420445cf091a80273d3433e0c824d3,0.0,WET,2337,OTHER
row_id_23d5d039d8335d2edbc2221e77290ff99e5b34c1,0.0,WET,2338,OTHER
row_id_23da594c413dd94d4170360424c0807f85012239,0.0,WET,2339,OTHER
row_id_23dd09d4724f15687ab47ed8f56d27443d54ef9e,0.0,WET,2340,OTHER
row_id_23e56652ccc15d7fba7ccbc154e73c87322bed95,0.0,WET,2341,OTHER
row_id_23ecfbf50d7c32ed902ccea926b0ef6dc0a02f76,0.0,WET,2342,OTHER
row_id_23f9542b4b6a9fe24d438a0cfb79f2aeb64d7e71,0.0,WET,2343,OTHER
row_id_24109ab68d2e46b86bd9163b41f89407f942337d,0.0,WET,2344,OTHER
row_id_22988c5efea0540117dc0ae6f9bbd7c26a5aafe9,0.0,WET,2345,OTHER
row_id_228c153c632844fde5de36ffb3360f0e3fb701ac,0.0,WET,2346,OTHER
row_id_227cd79ea221eb34e9c84c1c4487a3109e4cc3d0,0.0,WET,2347,OTHER
row_id_2275a35cf13a71a7c2bdb5f763ed845dddd1003f,0.0,WET,2348,OTHER
row_id_20634c78df3588a4163069a150c2f609858e941a,0.0,WET,2349,OTHER
row_id_206dfc44d4cce24aaccbd8e0a8542124d57bd7a2,0.0,WET,2350,OTHER
row_id_2081647c716e6aefd3b48307b2336c2968ac1077,0.0,WET,2351,OTHER
row_id_208ba638eeb93eee02cc505e408d4d6a8e438fe0,0.0,WET,2352,OTHER
row_id_209325af8b35e5eb4d13ef491d9a625b2689888f,0.0,WET,2353,OTHER
row_id_20ac3eec2553e8d18eeee1bd9d07c3fa22e8f4be,0.0,WET,2354,OTHER
row_id_20ba6328dafb2e719b49bf256d95ffebd568a2c5,0.0,WET,2355,OTHER
row_id_20bb3f4eb51c29bec4cc26749eda3f7f521a47c4,0.0,WET,2356,OTHER
row_id_20e3f6a2d7be10358df42ee3a8c6340b7d843ac6,0.0,WET,2357,OTHER
row_id_20ebac34b7dd458dc21529f7181e2998ada20996,0.0,WET,2358,OTHER
row_id_20fed2b9bea2c3c52a01e225eba760918abea426,0.0,WET,2359,OTHER
row_id_21043333ca92ce83838fd96f902ac5fc041d2671,0.0,WET,2360,OTHER
row_id_2112a2cbcf10d66514bba0a93209e69e56471fe8,0.0,WET,2361,OTHER
row_id_211b9d71b0206591b3eed4b7969f95a23b8dc6e2,0.0,WET,2362,OTHER
row_id_211c2dc3180ddea6be41cd74a4a16053ba79580e,0.0,WET,2363,OTHER
row_id_212b1e60b33f11a5d5e01db08a261b0800337aa9,0.0,WET,2364,OTHER
row_id_213de63849f5517c80378c6222d9dc672e538faa,0.0,WET,2365,OTHER
row_id_215e76f09e5e955c8a7dbb835d368d3c923725b3,0.0,WET,2366,OTHER
row_id_216a716ba78a54a5012b9732c0b31b1128947af6,0.0,WET,2367,OTHER
row_id_216e914b06b14307aed926a44243c3cc925b2ac9,0.0,WET,2368,OTHER
row_id_21a256762f03536dd6207ede29bd354ee678f0ff,0.0,WET,2369,OTHER
row_id_21e2684f51b02b8bbc1165bb2e108dae311a0ca2,0.0,WET,2370,OTHER
row_id_21f505f5e211ecf98204ebc8caa2eabfc6ccf176,0.0,WET,2371,OTHER
row_id_21fb457f4fecfa11c0f511d61205d88004a518da,0.0,WET,2372,OTHER
row_id_22317cf51a8fd2851902716c41c72ccc69977dd8,0.0,WET,2373,OTHER
row_id_223e502ea028fce1d3a705796675e2c615fbc8f5,0.0,WET,2374,OTHER
row_id_224792b2d6d30ae7c7fbc4637ee3f1f258a01bfd,0.0,WET,2375,OTHER
row_id_225eeb858765816a18233fa8cbc4005a80581dbe,0.0,WET,2376,OTHER
row_id_226a180eff9ea1bc088706418c181c344c275dcf,0.0,WET,2377,OTHER
row_id_2437a794d27cb9526aade9ed73481da6e45bc01b,0.0,WET,2378,OTHER
row_id_245a42d295a921cd39edb0681e20147bc0b4a3df,0.0,WET,2379,OTHER
row_id_289252bc7654e1e4b8f8a889ee2c1d624df34c9d,0.0,WET,2380,OTHER
row_id_27507b26d5e6b2544dad7926e8f53e95ef71949a,0.0,WET,2381,OTHER
row_id_26af4b4eaec8a76b68bbb50f891ba38c01912bff,0.0,WET,2382,OTHER
row_id_26ba4f4d1eb692235cc6169086609db19f43c0ae,0.0,WET,2383,OTHER
row_id_26c616ad018ecfe87b23d05c6577b7f8571d4b60,0.0,WET,2384,OTHER
row_id_26cab6e48742e4d488bcef8b61de850766d4c5dd,0.0,WET,2385,OTHER
row_id_26e48decb0efd82171216b6b8885fc83a8e4d865,0.0,WET,2386,OTHER
row_id_26ee4a7b4b15c90b557ca5c65b2091ff2aed98a9,0.0,WET,2387,OTHER
row_id_26f2b11a893d52d6142c6548f5a0d74f53d0e400,0.0,WET,2388,OTHER
row_id_26fdad9b64e608832b86e6700dfa1bbf0d6e40cf,0.0,WET,2389,OTHER
row_id_27117b72b6a045a6bd4f334415051916ef2ee7e1,0.0,WET,2390,OTHER
row_id_2713e23c7e6c3788f13d4d762ca8e3e6962e77d8,0.0,WET,2391,OTHER
row_id_271ba63f7a4481357cb351e1ef2cc5befaa4ae83,0.0,WET,2392,OTHER
row_id_2724028e307b30c40eeb3f64fd864081af55d8b2,0.0,WET,2393,OTHER
row_id_27361b32f225e1ae5891a7a30aeab2ae2b524688,0.0,WET,2394,OTHER
row_id_275016e314bf4df57d47f5861ce853bb5156ae75,0.0,WET,2395,OTHER
row_id_27b33302c9acaecbc6a178e56fa7856f736e0787,0.0,WET,2396,OTHER
row_id_2470a479ac56a18f31307e781f66640f3c081acd,0.0,WET,2397,OTHER
row_id_27bb56416582f1aeb59f9f9f6519a65281d57af8,0.0,WET,2398,OTHER
